,model,type,sent_no,sent_raw,sentiment,sentiment100,token_len,sent_raw_abbr
289,transformer_roberta15lg,valley,1372,"When he realized what I was talking about, that there were twinkle-bells of sunshine in the room, he smiled like a weather man, like an ecstatic patron of recurrent light, and repeated the news to Daisy.",-0.010867470499183825,26,36,"When he realized what I was talking about, that there were twinkle-bells of sunshine in the room, he"
156,baseline_stanza,peak,1393,"Before I could answer, Daisy came out of the house and two rows of brass buttons on her dress gleamed in the sunlight.",0.07830248915329681,26,23,"Before I could answer, Daisy came out of the house and two rows of brass buttons on her dress gleame"
201,sentimentr_jockers,valley,1473,"All the lights were going on in West Egg now; the electric trains, men-carrying, were plunging home through the rain from New York.",0.44980857620971176,30,23,"All the lights were going on in West Egg now; the electric trains, men-carrying, were plunging home "
318,transformer_huggingface,valley,1475,One thing's sure and nothing's surer The rich get richer and the poor get children.,0.4149232751747563,30,15,One thing's sure and nothing's surer The rich get richer and the poor get children.
99,baseline_textblob,peak,1491,"""Why, any statement to give out.""",0.20396004376025265,28,6,"""Why, any statement to give out."""
229,sentimentr_jockers,valley,1495,"Gatsby's notoriety, spread about by the hundreds who had accepted his hospitality and so become authorities on his past, had increased all summer until he fell just short of being news.",1.1109799674742427,37,31,"Gatsby's notoriety, spread about by the hundreds who had accepted his hospitality and so become auth"
69,baseline_vader,peak,1497,"Just why these inventions were a source of satisfaction to James Gatz of North Dakota, isn't easy to say.",0.16766422755866445,27,19,"Just why these inventions were a source of satisfaction to James Gatz of North Dakota, isn't easy to"
7,baseline_sentimentr,peak,1500,"It was James Gatz who had been loafing along the beach that afternoon in a torn green jersey and a pair of canvas pants, but it was already Jay Gatsby who borrowed a row-boat, pulled out to the Tuolomee and informed Cody that a wind might catch him and break him up in half an hour.",0.153008154813366,27,56,It was James Gatz who had been loafing along the beach that afternoon in a torn green jersey and a p
38,baseline_sentiword,peak,1500,"It was James Gatz who had been loafing along the beach that afternoon in a torn green jersey and a pair of canvas pants, but it was already Jay Gatsby who borrowed a row-boat, pulled out to the Tuolomee and informed Cody that a wind might catch him and break him up in half an hour.",0.08321761726629867,27,56,It was James Gatz who had been loafing along the beach that afternoon in a torn green jersey and a p
187,sentimentr_jockers,peak,1502,His parents were shiftless and unsuccessful farm people his imagination had never really accepted them as his parents at all.,1.2992473108544478,39,20,His parents were shiftless and unsuccessful farm people his imagination had never really accepted th
215,sentimentr_jockers,peak,1503,"The truth was that Jay Gatsby, of West Egg, Long Island, sprang from his Platonic conception of himself.",1.2872098270253522,39,18,"The truth was that Jay Gatsby, of West Egg, Long Island, sprang from his Platonic conception of hims"
243,syuzhetr_syuzhet,peak,1503,"The truth was that Jay Gatsby, of West Egg, Long Island, sprang from his Platonic conception of himself.",1.5212508806438694,41,18,"The truth was that Jay Gatsby, of West Egg, Long Island, sprang from his Platonic conception of hims"
171,baseline_stanza,valley,1505,"So he invented just the sort of Jay Gatsby that a seventeen-year-old boy would be likely to invent, and to this conception he was faithful to the end.",-0.0037226950407110242,26,28,"So he invented just the sort of Jay Gatsby that a seventeen-year-old boy would be likely to invent, "
127,baseline_flair,peak,1506,For over a year he had been beating his way along the south shore of Lake Superior as a clam digger and a salmon fisher or in any other capacity that brought him food and bed.,0.15342650942567612,27,36,For over a year he had been beating his way along the south shore of Lake Superior as a clam digger 
275,transformer_roberta15lg,peak,1506,For over a year he had been beating his way along the south shore of Lake Superior as a clam digger and a salmon fisher or in any other capacity that brought him food and bed.,2.374660225547462,49,36,For over a year he had been beating his way along the south shore of Lake Superior as a clam digger 
303,transformer_huggingface,peak,1522,I suppose he smiled at Cody he had probably discovered that people liked him when he smiled.,1.089107354717718,37,17,I suppose he smiled at Cody he had probably discovered that people liked him when he smiled.
23,baseline_sentimentr,valley,1525,And when the Tuolomee left for the West Indies and the Barbary Coast Gatsby left too.,0.11188778687312141,27,16,And when the Tuolomee left for the West Indies and the Barbary Coast Gatsby left too.
83,baseline_vader,valley,1525,And when the Tuolomee left for the West Indies and the Barbary Coast Gatsby left too.,0.12327162887315236,27,16,And when the Tuolomee left for the West Indies and the Barbary Coast Gatsby left too.
259,syuzhetr_syuzhet,valley,1525,And when the Tuolomee left for the West Indies and the Barbary Coast Gatsby left too.,1.1161887715997076,37,16,And when the Tuolomee left for the West Indies and the Barbary Coast Gatsby left too.
112,baseline_textblob,valley,1536,"He told me all this very much later, but I've put it down here with the idea of exploding those first wild rumors about his antecedents, which weren't even faintly true.",0.11063093093937597,27,31,"He told me all this very much later, but I've put it down here with the idea of exploding those firs"
157,baseline_stanza,peak,1545,"""I' delighted that you dropped in.""",-0.012560260242023915,26,6,"""I' delighted that you dropped in."""
54,baseline_sentiword,valley,1567,"""That's right. You were with Nick here.""",-0.015048208781478504,26,7,"""That's right. You were with Nick here."""
142,baseline_flair,valley,1576,"""What do you say?""",0.029813999807203496,26,4,"""What do you say?"""
319,transformer_huggingface,valley,1637,"""Well, I liked him anyhow.""",0.498481151322952,31,5,"""Well, I liked him anyhow."""
202,sentimentr_jockers,valley,1644,"""A fellow's getting off some funny stuff.""",0.2721290237877563,28,7,"""A fellow's getting off some funny stuff."""
230,sentimentr_jockers,valley,1644,"""A fellow's getting off some funny stuff.""",0.23871328816405413,28,7,"""A fellow's getting off some funny stuff."""
290,transformer_roberta15lg,valley,1649,But what had amused me then turned septic on the air now.,1.1418168835080218,37,12,But what had amused me then turned septic on the air now.
276,transformer_roberta15lg,peak,1653,"""Wha?""",1.1947817798455724,38,1,"""Wha?"""
172,baseline_stanza,valley,1656,"""I do leave it alone,"" affirmed the accused hollowly.",-0.12087651893645114,24,9,"""I do leave it alone,"" affirmed the accused hollowly."
8,baseline_sentimentr,peak,1660,"""Anything I hate is to get my head stuck in a pool,"" mumbled Miss Baedeker.",0.08288324162955604,27,15,"""Anything I hate is to get my head stuck in a pool,"" mumbled Miss Baedeker."
244,syuzhetr_syuzhet,peak,1660,"""Anything I hate is to get my head stuck in a pool,"" mumbled Miss Baedeker.",0.7946446231832093,34,15,"""Anything I hate is to get my head stuck in a pool,"" mumbled Miss Baedeker."
24,baseline_sentimentr,valley,1673,I sat on the front steps with them while they waited for their car.,0.02358913964429267,26,14,I sat on the front steps with them while they waited for their car.
260,syuzhetr_syuzhet,valley,1673,I sat on the front steps with them while they waited for their car.,0.21628274583664833,28,14,I sat on the front steps with them while they waited for their car.
84,baseline_vader,valley,1674,It was dark here in front: only the bright door sent ten square feet of light volleying out into the soft black morning.,0.0027875254911470903,26,23,It was dark here in front: only the bright door sent ten square feet of light volleying out into the
113,baseline_textblob,valley,1696,"""And I think I' make a point of finding out.""",-0.0361959817019112,25,10,"""And I think I' make a point of finding out."""
39,baseline_sentiword,peak,1699,The dilatory limousine came rolling up the drive.,0.023073772235544448,26,8,The dilatory limousine came rolling up the drive.
188,sentimentr_jockers,peak,1699,The dilatory limousine came rolling up the drive.,0.9456769047639948,35,8,The dilatory limousine came rolling up the drive.
216,sentimentr_jockers,peak,1699,The dilatory limousine came rolling up the drive.,0.7988956126700014,34,8,The dilatory limousine came rolling up the drive.
70,baseline_vader,peak,1706,I stayed late that night.,0.053816641051766555,26,5,I stayed late that night.
55,baseline_sentiword,valley,1716,"""You mean about the dance?""",-0.016353282963714893,26,5,"""You mean about the dance?"""
128,baseline_flair,peak,1718,He dismissed all the dances he had given with a snap of his fingers.,0.05728583354061918,26,14,He dismissed all the dances he had given with a snap of his fingers.
304,transformer_huggingface,peak,1728,"""Can't repeat the past?"" he cried incredulously.",1.4190149444654825,40,7,"""Can't repeat the past?"" he cried incredulously."
158,baseline_stanza,peak,1744,At his lips' touch she blossomed for him like a flower and the incarnation was complete.,-0.19897530791770687,24,16,At his lips' touch she blossomed for him like a flower and the incarnation was complete.
100,baseline_textblob,peak,1746,"For a moment a phrase tried to take shape in my mouth and my lips parted like a dumb man's, as though there was more struggling upon them than a wisp of startled air.",0.030929813845895385,26,34,"For a moment a phrase tried to take shape in my mouth and my lips parted like a dumb man's, as thoug"
320,transformer_huggingface,valley,1785,"Through the hall of the Buchanans' house blew a faint wind, carrying the sound of the telephone bell out to Gatsby and me as we waited at the door.",0.7435008194535323,33,29,"Through the hall of the Buchanans' house blew a faint wind, carrying the sound of the telephone bell"
143,baseline_flair,valley,1798,"Simultaneously I heard his voice, gruff, muffled, husky, at the hall telephone.",-0.0036716036886575796,26,12,"Simultaneously I heard his voice, gruff, muffled, husky, at the hall telephone."
291,transformer_roberta15lg,valley,1800,"Daisy watched him and laughed, her sweet, exciting laugh; a tiny gust of powder rose from her bosom into the air.",0.07430801291957705,26,21,"Daisy watched him and laughed, her sweet, exciting laugh; a tiny gust of powder rose from her bosom "
173,baseline_stanza,valley,1808,"Tom flung open the door, blocked out its space for a moment with his thick body, and hurried into the room.",-0.2858509723355724,23,21,"Tom flung open the door, blocked out its space for a moment with his thick body, and hurried into th"
9,baseline_sentimentr,peak,1811,"""I' glad to see you, sir. . . . Nick. . . .""",0.012574755374584318,26,13,"""I' glad to see you, sir. . . . Nick. . . ."""
245,syuzhetr_syuzhet,peak,1811,"""I' glad to see you, sir. . . . Nick. . . .""",-0.019655492936496696,26,13,"""I' glad to see you, sir. . . . Nick. . . ."""
40,baseline_sentiword,peak,1856,Our eyes lifted over the rosebeds and the hot lawn and the weedy refuse of the dog days along shore.,-0.038291338241390284,25,20,Our eyes lifted over the rosebeds and the hot lawn and the weedy refuse of the dog days along shore.
85,baseline_vader,valley,1856,Our eyes lifted over the rosebeds and the hot lawn and the weedy refuse of the dog days along shore.,-0.09675551754541666,25,20,Our eyes lifted over the rosebeds and the hot lawn and the weedy refuse of the dog days along shore.
114,baseline_textblob,valley,1860,"""I'd like to be out there with him for about an hour.""",-0.1325134510215747,24,12,"""I'd like to be out there with him for about an hour."""
25,baseline_sentimentr,valley,1872,With an effort she glanced down at the table.,-0.0990376718917938,25,9,With an effort she glanced down at the table.
129,baseline_flair,peak,1873,"""You always look so cool,"" she repeated.",0.10655503602494966,27,7,"""You always look so cool,"" she repeated."
277,transformer_roberta15lg,peak,1874,"She had told him that she loved him, and Tom Buchanan saw.",0.5931732060683744,32,12,"She had told him that she loved him, and Tom Buchanan saw."
203,sentimentr_jockers,valley,1876,His mouth opened a little and he looked at Gatsby and then back at Daisy as if he had just recognized her as some one he knew a long time ago.,-0.4993421842269685,21,31,His mouth opened a little and he looked at Gatsby and then back at Daisy as if he had just recognize
305,transformer_huggingface,peak,1876,His mouth opened a little and he looked at Gatsby and then back at Daisy as if he had just recognized her as some one he knew a long time ago.,1.2629226565535778,38,31,His mouth opened a little and he looked at Gatsby and then back at Daisy as if he had just recognize
231,sentimentr_jockers,valley,1881,No one moved.,-0.4046062619686184,22,3,No one moved.
261,syuzhetr_syuzhet,valley,1881,No one moved.,-0.9550566519663132,16,3,No one moved.
159,baseline_stanza,peak,1891,"""It's too hot to fuss.""",-0.27369111147136,23,5,"""It's too hot to fuss."""
56,baseline_sentiword,valley,1897,"Gatsby started to speak, changed his mind, but not before Tom wheeled and faced him expectantly.",-0.08021549614242679,25,16,"Gatsby started to speak, changed his mind, but not before Tom wheeled and faced him expectantly."
71,baseline_vader,peak,1930,"""Come on, Daisy,"" said Tom, pressing her with his hand toward Gatsby's car.",-0.009446462394874053,26,13,"""Come on, Daisy,"" said Tom, pressing her with his hand toward Gatsby's car."
174,baseline_stanza,valley,1956,"""Oxford, New Mexico,"" snorted Tom contemptuously, ""or something like that.""",-0.331922045383553,22,10,"""Oxford, New Mexico,"" snorted Tom contemptuously, ""or something like that."""
144,baseline_flair,valley,1965,After a moment the proprietor emerged from the interior of his establishment and gazed hollow-eyed at the car.,0.07134957216524289,26,18,After a moment the proprietor emerged from the interior of his establishment and gazed hollow-eyed a
321,transformer_huggingface,valley,1965,After a moment the proprietor emerged from the interior of his establishment and gazed hollow-eyed at the car.,0.7553045948054308,33,18,After a moment the proprietor emerged from the interior of his establishment and gazed hollow-eyed a
10,baseline_sentimentr,peak,1968,"""I' sick,"" said Wilson without moving.",-0.03166635477541088,25,6,"""I' sick,"" said Wilson without moving."
189,sentimentr_jockers,peak,1968,"""I' sick,"" said Wilson without moving.",0.317309131071137,29,6,"""I' sick,"" said Wilson without moving."
217,sentimentr_jockers,peak,1968,"""I' sick,"" said Wilson without moving.",0.2715335342180933,28,6,"""I' sick,"" said Wilson without moving."
246,syuzhetr_syuzhet,peak,1968,"""I' sick,"" said Wilson without moving.",-0.3746068256040611,22,6,"""I' sick,"" said Wilson without moving."
101,baseline_textblob,peak,1969,"""I been sick all day.""",-0.028707168499042594,25,5,"""I been sick all day."""
41,baseline_sentiword,peak,2007,"Her expression was curiously familiar it was an expression I had often seen on women's faces but on Myrtle Wilson's face it seemed purposeless and inexplicable until I realized that her eyes, wide with jealous terror, were fixed not on Tom, but on Jordan Baker, whom she took to be his wife.",-0.00984600215510187,26,52,Her expression was curiously familiar it was an expression I had often seen on women's faces but on 
115,baseline_textblob,valley,2018,"With an effort her wit rose faintly, ""We' meet you on some corner. I' be the man smoking two cigarettes.""",-0.1619528387986081,24,20,"With an effort her wit rose faintly, ""We' meet you on some corner. I' be the man smoking two cigaret"
130,baseline_flair,peak,2029,"Daisy went to the mirror and stood with her back to us, fixing her hair.",0.03755022287395276,26,15,"Daisy went to the mirror and stood with her back to us, fixing her hair."
306,transformer_huggingface,peak,2055,"""I used to know a Bill Biloxi from Memphis,"" I remarked.",0.1392714047327534,27,11,"""I used to know a Bill Biloxi from Memphis,"" I remarked."
278,transformer_roberta15lg,peak,2059,"""If we were young we'd rise and dance.""",-0.5215830201975978,20,8,"""If we were young we'd rise and dance."""
86,baseline_vader,valley,2090,"""We could go to any of the universities in England or France.""",-0.12337600446857618,24,12,"""We could go to any of the universities in England or France."""
292,transformer_roberta15lg,valley,2091,I wanted to get up and slap him on the back.,-0.8632000410510793,17,11,I wanted to get up and slap him on the back.
72,baseline_vader,peak,2092,I had one of those renewals of complete faith in him that I'd experienced before.,-0.11225830792350636,25,15,I had one of those renewals of complete faith in him that I'd experienced before.
175,baseline_stanza,valley,2104,"""I suppose the latest thing is to sit back and let Mr. Nobody from Nowhere make love to your wife. Well, if that's the idea you can count me out. . . . Nowadays people begin by sneering at family life and family institutions and next they' throw everything overboard and have intermarriage between black and white.""",-0.23320405072913056,23,57,"""I suppose the latest thing is to sit back and let Mr. Nobody from Nowhere make love to your wife. W"
204,sentimentr_jockers,valley,2111,But Daisy guessed at his intention.,-1.5783842153058536,10,6,But Daisy guessed at his intention.
232,sentimentr_jockers,valley,2111,But Daisy guessed at his intention.,-1.441558842942001,11,6,But Daisy guessed at his intention.
322,transformer_huggingface,valley,2115,I got up.,-0.8057708896023895,18,3,I got up.
11,baseline_sentimentr,peak,2117,"""I want to know what Mr. Gatsby has to tell me.""",-0.14034161290320027,24,11,"""I want to know what Mr. Gatsby has to tell me."""
218,sentimentr_jockers,peak,2117,"""I want to know what Mr. Gatsby has to tell me.""",-1.354134491217591,12,11,"""I want to know what Mr. Gatsby has to tell me."""
247,syuzhetr_syuzhet,peak,2117,"""I want to know what Mr. Gatsby has to tell me.""",-1.3538549139634,12,11,"""I want to know what Mr. Gatsby has to tell me."""
190,sentimentr_jockers,peak,2119,"""She's never loved you. She loves me.""",-1.482452424376318,11,7,"""She's never loved you. She loves me."""
57,baseline_sentiword,valley,2120,"""You must be crazy!"" exclaimed Tom automatically.",-0.1629615566513546,24,7,"""You must be crazy!"" exclaimed Tom automatically."
26,baseline_sentimentr,valley,2127,"""What's been going on? I want to hear all about it.""",-0.16714328129282396,24,11,"""What's been going on? I want to hear all about it."""
262,syuzhetr_syuzhet,valley,2127,"""What's been going on? I want to hear all about it.""",-1.700454450568198,9,11,"""What's been going on? I want to hear all about it."""
145,baseline_flair,valley,2133,"""No, we couldn't meet. But both of us loved each other all that time, old sport, and you didn't know. I used to laugh sometimes ""but there was no laughter in his eyes, ""to think that you didn't know.""",-0.07699514438263887,25,39,"""No, we couldn't meet. But both of us loved each other all that time, old sport, and you didn't know"
160,baseline_stanza,peak,2135,Tom tapped his thick fingers together like a clergyman and leaned back in his chair.,-0.13335960857186055,24,15,Tom tapped his thick fingers together like a clergyman and leaned back in his chair.
42,baseline_sentiword,peak,2164,Suddenly she threw the cigarette and the burning match on the carpet.,-0.09943054091571338,25,12,Suddenly she threw the cigarette and the burning match on the carpet.
102,baseline_textblob,peak,2171,"""Even that's a lie,"" said Tom savagely.",-0.06117415309679244,25,7,"""Even that's a lie,"" said Tom savagely."
131,baseline_flair,peak,2176,"""Even alone I can't say I never loved Tom,"" she admitted in a pitiful voice.",-0.08263108567833378,25,15,"""Even alone I can't say I never loved Tom,"" she admitted in a pitiful voice."
307,transformer_huggingface,peak,2204,"""And you left him in the lurch, didn't you? You let him go to jail for a month over in New Jersey. God! You ought to hear Walter on the subject of you.""",-0.8510201940318807,17,33,"""And you left him in the lurch, didn't you? You let him go to jail for a month over in New Jersey. G"
279,transformer_roberta15lg,peak,2220,"""You two start on home, Daisy,"" said Tom.",-1.5375866562105571,10,8,"""You two start on home, Daisy,"" said Tom."
87,baseline_vader,valley,2241,So we drove on toward death through the cooling twilight.,-0.2546857788127864,23,10,So we drove on toward death through the cooling twilight.
293,transformer_roberta15lg,valley,2247,"""She's going to stay there till the day after tomorrow and then we're going to move away.""",-2.0447921176929613,5,17,"""She's going to stay there till the day after tomorrow and then we're going to move away."""
176,baseline_stanza,valley,2252,"So naturally Michaelis tried to find out what had happened, but Wilson wouldn't say a word instead he began to throw curious, suspicious glances at his visitor and ask him what he'd been doing at certain times on certain days.",-0.17568520191197123,24,40,"So naturally Michaelis tried to find out what had happened, but Wilson wouldn't say a word instead h"
116,baseline_textblob,valley,2262,"The other car, the one going toward New York, came to rest a hundred yards beyond, and its driver hurried back to where Myrtle Wilson, her life violently extinguished, knelt in the road and mingled her thick, dark blood with the dust.",-0.12871140803987155,24,42,"The other car, the one going toward New York, came to rest a hundred yards beyond, and its driver hu"
205,sentimentr_jockers,valley,2269,"""We' take a look,"" he said doubtfully, ""just a look.""",-2.6205299520970713,0,10,"""We' take a look,"" he said doubtfully, ""just a look."""
233,sentimentr_jockers,valley,2269,"""We' take a look,"" he said doubtfully, ""just a look.""",-2.3584112482393818,2,10,"""We' take a look,"" he said doubtfully, ""just a look."""
323,transformer_huggingface,valley,2279,"Some man was talking to him in a low voice and attempting from time to time to lay a hand on his shoulder, but Wilson neither heard nor saw.",-1.93795611265612,6,29,Some man was talking to him in a low voice and attempting from time to time to lay a hand on his sho
146,baseline_flair,valley,2281,"""O, my Ga-od! O, my Ga-od! Oh, Ga-od! Oh, my Ga-od!""",-0.2933675059488826,23,11,"""O, my Ga-od! O, my Ga-od! Oh, Ga-od! Oh, my Ga-od!"""
263,syuzhetr_syuzhet,valley,2282,Presently Tom lifted his head with a jerk and after staring around the garage with glazed eyes addressed a mumbled incoherent remark to the policeman.,-2.5064027706251393,1,25,Presently Tom lifted his head with a jerk and after staring around the garage with glazed eyes addre
27,baseline_sentimentr,valley,2284,"""No, r "" corrected the man, ""M-a--r-o """,-0.25011830945796026,23,8,"""No, r "" corrected the man, ""M-a--r-o """
58,baseline_sentiword,valley,2291,"""Instantly killed,"" repeated Tom, staring.",-0.24926941852921924,23,5,"""Instantly killed,"" repeated Tom, staring."
219,sentimentr_jockers,peak,2315,Tom turned his head but kept his hands firm on Wilson's body.,-1.491447113636559,11,12,Tom turned his head but kept his hands firm on Wilson's body.
43,baseline_sentiword,peak,2332,"""He didn't even stop his car.""",-0.17653054932518764,24,6,"""He didn't even stop his car."""
191,sentimentr_jockers,peak,2340,"""I' telephone for a taxi to take you home, and while you're waiting you and Jordan better go in the kitchen and have them get you some supper if you want any.""",-1.5641643903397913,10,32,"""I' telephone for a taxi to take you home, and while you're waiting you and Jordan better go in the "
248,syuzhetr_syuzhet,peak,2346,"""No thanks.""",-1.6252882860033033,9,2,"""No thanks."""
12,baseline_sentimentr,peak,2354,I hadn't gone twenty yards when I heard my name and Gatsby stepped from between two bushes into the path.,-0.15723033545008638,24,20,I hadn't gone twenty yards when I heard my name and Gatsby stepped from between two bushes into the 
161,baseline_stanza,peak,2356,"""What are you doing?""",0.0914211393841413,27,4,"""What are you doing?"""
73,baseline_vader,peak,2385,"""He's not thinking about her.""",-0.03979828265263952,25,5,"""He's not thinking about her."""
103,baseline_textblob,peak,2393,"""You wait here,"" I said.",0.0010698573154889483,26,5,"""You wait here,"" I said."
88,baseline_vader,valley,2400,He was talking intently across the table at her and in his earnestness his hand had fallen upon and covered her own.,-0.05790292677225455,25,22,He was talking intently across the table at her and in his earnestness his hand had fallen upon and 
308,transformer_huggingface,peak,2410,He shook his head.,-0.9102735097720664,17,4,He shook his head.
117,baseline_textblob,valley,2415,"Toward dawn I heard a taxi go up Gatsby's drive and immediately I jumped out of bed and began to dress I felt that I had something to tell him, something to warn him about and morning would be too late.",-0.04466019220256303,25,41,Toward dawn I heard a taxi go up Gatsby's drive and immediately I jumped out of bed and began to dre
280,transformer_roberta15lg,peak,2423,Throwing open the French windows of the drawing-room we sat smoking out into the darkness.,-0.26953657684932686,23,15,Throwing open the French windows of the drawing-room we sat smoking out into the darkness.
132,baseline_flair,peak,2424,"""You ought to go away,"" I said.",-0.1742048525765604,24,7,"""You ought to go away,"" I said."
206,sentimentr_jockers,valley,2427,"""Go to Atlantic City for a week, or up to Montreal.""",-0.6531139166837967,19,11,"""Go to Atlantic City for a week, or up to Montreal."""
234,sentimentr_jockers,valley,2427,"""Go to Atlantic City for a week, or up to Montreal.""",-0.8228246014843591,17,11,"""Go to Atlantic City for a week, or up to Montreal."""
264,syuzhetr_syuzhet,valley,2431,"It was this night that he told me the strange story of his youth with Dan Cody told it to me because ""Jay Gatsby"" had broken up like glass against Tom's hard malice and the long secret extravaganza was played out.",-0.5186753076867795,21,41,It was this night that he told me the strange story of his youth with Dan Cody told it to me because
28,baseline_sentimentr,valley,2432,"I think that he would have acknowledged anything, now, without reserve, but he wanted to talk about Daisy.",-0.041212154475824825,25,18,"I think that he would have acknowledged anything, now, without reserve, but he wanted to talk about "
177,baseline_stanza,valley,2460,Now and then she moved and he changed his arm a little and once he kissed her dark shining hair.,-0.0020846904004694104,26,20,Now and then she moved and he changed his arm a little and once he kissed her dark shining hair.
59,baseline_sentiword,valley,2461,The afternoon had made them tranquil for a while as if to give them a deep memory for the long parting the next day promised.,-0.09064028916290517,25,25,The afternoon had made them tranquil for a while as if to give them a deep memory for the long parti
147,baseline_flair,valley,2464,He was a captain before he went to the front and following the Argonne battles he got his majority and the command of the divisional machine guns.,-0.20049578714134816,24,27,He was a captain before he went to the front and following the Argonne battles he got his majority a
44,baseline_sentiword,peak,2490,"He came back from France when Tom and Daisy were still on their wedding trip, and made a miserable but irresistible journey to Louisville on the last of his army pay.",-0.059620023607483384,25,31,"He came back from France when Tom and Daisy were still on their wedding trip, and made a miserable b"
294,transformer_roberta15lg,valley,2490,"He came back from France when Tom and Daisy were still on their wedding trip, and made a miserable but irresistible journey to Louisville on the last of his army pay.",-0.9059512583840252,17,31,"He came back from France when Tom and Daisy were still on their wedding trip, and made a miserable b"
324,transformer_huggingface,valley,2493,He left feeling that if he had searched harder he might have found her that he was leaving her behind.,-1.52322379719659,10,20,He left feeling that if he had searched harder he might have found her that he was leaving her behin
13,baseline_sentimentr,peak,2502,"The gardener, the last one of Gatsby's former servants, came to the foot of the steps.",0.012207609232260747,26,16,"The gardener, the last one of Gatsby's former servants, came to the foot of the steps."
192,sentimentr_jockers,peak,2502,"The gardener, the last one of Gatsby's former servants, came to the foot of the steps.",0.03626086278868085,26,16,"The gardener, the last one of Gatsby's former servants, came to the foot of the steps."
220,sentimentr_jockers,peak,2502,"The gardener, the last one of Gatsby's former servants, came to the foot of the steps.",-0.15569290661991345,24,16,"The gardener, the last one of Gatsby's former servants, came to the foot of the steps."
249,syuzhetr_syuzhet,peak,2502,"The gardener, the last one of Gatsby's former servants, came to the foot of the steps.",0.08265400883238846,27,16,"The gardener, the last one of Gatsby's former servants, came to the foot of the steps."
74,baseline_vader,peak,2537,"""I've left Daisy's house,"" she said.",0.08372571284518858,27,6,"""I've left Daisy's house,"" she said."
104,baseline_textblob,peak,2547,"""No I don't think this afternoon.""",-0.016378353213139536,26,6,"""No I don't think this afternoon."""
309,transformer_huggingface,peak,2571,About three o'clock the quality of Wilson's incoherent muttering changed he grew quieter and began to talk about the yellow car.,-1.4015421914071642,12,21,About three o'clock the quality of Wilson's incoherent muttering changed he grew quieter and began t
133,baseline_flair,peak,2572,"He announced that he had a way of finding out whom the yellow car belonged to, and then he blurted out that a couple of months ago his wife had come from the city with her face bruised and her nose swollen.",-0.11324259988643288,25,42,"He announced that he had a way of finding out whom the yellow car belonged to, and then he blurted o"
281,transformer_roberta15lg,peak,2573,"But when he heard himself say this, he flinched and began to cry ""Oh, my God!"" again in his groaning voice.",-0.7947643843887032,18,21,"But when he heard himself say this, he flinched and began to cry ""Oh, my God!"" again in his groaning"
162,baseline_stanza,peak,2576,"""Twelve years.""",0.1462185270205956,27,2,"""Twelve years."""
118,baseline_textblob,valley,2595,"""You mean your wife bought it?""",-0.09069497732256931,25,6,"""You mean your wife bought it?"""
60,baseline_sentiword,valley,2634,"Thus far there was no difficulty in accounting for his time there were boys who had seen a man ""acting sort of crazy"" and motorists at whom he stared oddly from the side of the road.",-0.04761233350345622,25,36,"Thus far there was no difficulty in accounting for his time there were boys who had seen a man ""acti"
89,baseline_vader,valley,2635,Then for three hours he disappeared from view.,-0.11440705100258644,25,8,Then for three hours he disappeared from view.
148,baseline_flair,valley,2640,At two o'clock Gatsby put on his bathing suit and left word with the butler that if any one phoned word was to be brought to him at the pool.,-0.2303457176948991,23,30,At two o'clock Gatsby put on his bathing suit and left word with the butler that if any one phoned w
325,transformer_huggingface,valley,2640,At two o'clock Gatsby put on his bathing suit and left word with the butler that if any one phoned word was to be brought to him at the pool.,-2.3566073946903385,2,30,At two o'clock Gatsby put on his bathing suit and left word with the butler that if any one phoned w
29,baseline_sentimentr,valley,2641,"He stopped at the garage for a pneumatic mattress that had amused his guests during the summer, and the chauffeur helped him pump it up.",-0.09463191818391037,25,25,"He stopped at the garage for a pneumatic mattress that had amused his guests during the summer, and "
265,syuzhetr_syuzhet,valley,2641,"He stopped at the garage for a pneumatic mattress that had amused his guests during the summer, and the chauffeur helped him pump it up.",-1.0490143576724344,15,25,"He stopped at the garage for a pneumatic mattress that had amused his guests during the summer, and "
45,baseline_sentiword,peak,2645,No telephone message arrived but the butler went without his sleep and waited for it until four o'clock until long after there was any one to give it to if it came.,-0.010879921430354404,26,32,No telephone message arrived but the butler went without his sleep and waited for it until four o'cl
295,transformer_roberta15lg,valley,2645,No telephone message arrived but the butler went without his sleep and waited for it until four o'clock until long after there was any one to give it to if it came.,-2.529199642920721,0,32,No telephone message arrived but the butler went without his sleep and waited for it until four o'cl
178,baseline_stanza,valley,2648,He must have looked up at an unfamiliar sky through frightening leaves and shivered as he found what a grotesque thing a rose is and how raw the sunlight was upon the scarcely created grass.,-0.0319796780473085,25,35,He must have looked up at an unfamiliar sky through frightening leaves and shivered as he found what
207,sentimentr_jockers,valley,2675,"""Say when they'd be back?""",-1.3184683336904421,13,5,"""Say when they'd be back?"""
235,sentimentr_jockers,valley,2675,"""Say when they'd be back?""",-1.305439911235904,13,5,"""Say when they'd be back?"""
14,baseline_sentimentr,peak,2727,"His eyes, seeing nothing, moved ceaselessly about the room.",-0.02983062406379279,25,9,"His eyes, seeing nothing, moved ceaselessly about the room."
250,syuzhetr_syuzhet,peak,2727,"His eyes, seeing nothing, moved ceaselessly about the room.",-0.39966221379236094,22,9,"His eyes, seeing nothing, moved ceaselessly about the room."
